Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainTomorrow
30/08/09,Hobart,4.3,11.6,8.6,0.6,7.2,W,89,W,WNW,26,31,42,53,996.9,994.8,1,4,8.6,10.9,Yes
18/08/15,Brisbane,10.3,24.2,0,3.2,10.5,E,19,SW,ENE,7,9,53,37,1020.6,1017.5,0,1,17,22.1,No
31/01/14,AliceSprings,20.6,39.7,0,17,12.7,ESE,48,E,SSE,33,19,12,7,1004.8,1001.7,0,0,32.8,37.6,No
27/12/08,Perth,14.9,28.8,0,9.4,13.2,SW,39,S,SSW,9,19,56,36,1013.2,1011.3,0,0,20.2,28.4,No
10/11/2010,AliceSprings,14.1,33.9,0,9.8,12.9,S,52,NE,SSE,17,15,24,13,1016,1010.7,1,2,28,33.7,No
27/09/13,WaggaWagga,0.1,19.3,0,6.2,10.9,NE,20,E,NNE,7,9,62,36,1020.9,1015.8,0,1,11.2,18.8,No
8/10/2010,Sale,8.4,18,0.6,5.2,9.7,W,52,W,W,22,28,76,53,1024.2,1023.7,5,6,12.1,16.7,No
8/7/2010,CoffsHarbour,12.8,18.9,4.8,2.4,2.3,S,50,SW,S,20,33,85,61,1023.5,1021.1,7,5,14.2,18,Yes
11/11/2009,WaggaWagga,15.2,37.9,0,12,13.1,S,31,E,ESE,17,7,16,11,1021.5,1017.5,1,1,27,36.1,No
28/05/10,PerthAirport,8.6,20.4,11.6,2,8.2,WSW,20,NNE,SW,9,9,87,58,1023,1021.9,3,5,12.5,18.7,No
23/12/14,Perth,16.1,32.6,0,11.2,12.8,E,41,E,SE,17,13,50,24,1018.3,1015.2,7,3,22.6,32.1,No
12/7/2011,Watsonia,7.7,12.9,0,2.4,0.2,W,43,WNW,W,11,17,68,60,1022.9,1020.6,7,7,10.3,12.6,No
5/9/2013,Mildura,19.4,30,0,11.2,5.5,SSE,39,S,SSW,9,13,40,24,1025,1022.9,8,6,21.6,29.2,No
2/6/2012,Moree,13,18.7,2.2,0.2,0,ENE,31,E,N,13,9,85,92,1019.1,1015.7,8,8,13.9,16.3,Yes
31/08/09,PerthAirport,6.4,19.2,0,1.2,5.3,WNW,26,NNE,WSW,7,13,66,47,1025.5,1020.6,6,7,12.6,17.5,Yes
8/8/2009,CoffsHarbour,11,18.1,0,3.2,10.4,S,54,SW,S,26,26,46,33,1021.2,1018.8,1,1,14.9,17.2,No
28/01/15,Hobart,10.4,15.4,2.2,4.6,5.2,SSE,48,SSW,SSE,24,28,64,47,1024,1025.2,7,6,13.5,14.5,Yes
27/04/15,SydneyAirport,12.6,18.2,3.6,0.4,10.5,SSW,43,WSW,S,26,30,54,50,1018.9,1019,1,1,15.5,17.8,No
4/2/2011,Moree,25.3,37.4,0,12,12.5,NE,46,N,NE,26,15,60,35,1015.9,1012.5,2,6,28.5,36.2,No
17/06/10,Townsville,16.1,26.9,0,6.6,9.5,ENE,31,ENE,ENE,2,22,62,55,1020,1016.6,1,1,23,25.3,No
9/8/2016,MelbourneAirport,8.9,16.8,0,5.2,5.2,N,89,N,NNE,54,37,67,51,1013.9,1008.3,7,7,11.1,16.5,No
27/04/14,AliceSprings,12.7,33.2,0,6.6,10.6,NE,44,ENE,NE,13,19,35,21,1017.4,1012.6,1,2,23.2,32.7,No
11/10/2013,Portland,10.7,16.2,2.6,2.8,7.6,W,59,WNW,WNW,33,39,71,71,1014.5,1014.7,8,4,13.2,15.7,No
24/12/08,AliceSprings,22.5,38.5,0,19.2,9.8,SE,37,ESE,S,20,17,17,19,1009.8,1005.7,6,5,30.5,37.1,No
13/09/12,Darwin,21.2,33,0,6.8,10.6,WNW,35,SSW,NW,6,28,67,57,1013.9,1009.5,3,2,28.2,30.6,No
21/06/16,Mildura,7.1,11.5,0,0.9,0.6,NNW,31,NNW,NNW,17,15,77,93,1005.8,1002.1,8,8,10.2,11.1,Yes
23/12/11,Sale,13.4,23.5,0,4.8,7.8,E,35,NNE,ESE,7,22,86,68,1014.6,1012.2,8,5,17.9,22.5,No
26/09/10,Woomera,9.6,24.2,0,8,10.3,SSE,26,SSE,W,17,7,63,20,1022.1,1017.6,0,0,15.6,23.7,No
25/05/10,Mildura,11.7,18.3,27,2.6,1,S,30,NNE,S,9,15,97,91,1004.3,1003.1,7,7,14,15.3,Yes
19/04/09,Hobart,8.5,14.8,0,2.2,3.8,NNW,20,N,SE,9,13,74,61,1028.5,1027.3,6,2,11.5,14,No
12/2/2010,Moree,22.2,34.5,0,9.8,12.4,NNW,41,N,NW,26,15,66,35,1013.6,1009.6,2,4,25.4,33.4,No
8/2/2016,NorfolkIsland,22.4,26.3,0,5.6,9.8,WSW,37,WSW,WSW,22,24,79,77,1006.1,1004.1,3,2,25.1,25.6,No
25/03/17,Hobart,12.4,21.3,0,4,0.8,NNW,28,NNW,NNE,13,13,72,56,1015,1012.3,8,7,14,19.7,No
9/12/2009,Brisbane,22.3,32.7,0,9.6,12.6,ENE,33,N,NNE,9,15,47,55,1011.8,1008.3,1,0,28.8,30.3,No
3/8/2010,MelbourneAirport,7.8,11.5,3.2,2,0,SW,33,WSW,SW,17,17,84,67,1026.1,1022.8,7,7,8.7,11,No
23/11/11,Canberra,8.9,21.7,5,2.4,6.2,ENE,48,SSE,E,15,20,72,37,1017,1017.2,6,5,14.3,20.2,No
18/03/09,Melbourne,14.3,28.5,0,4,8.8,N,41,NNE,N,13,26,63,20,1017.8,1012.8,5,1,15.2,27.1,No
30/09/11,SydneyAirport,11.9,21.3,1.2,7,8,WNW,70,W,WNW,37,39,36,25,1004.4,1002.9,5,3,16.4,19.7,No
16/05/14,Portland,10.4,22.6,0,3.6,7.5,N,43,NNE,NNW,15,19,87,54,1022.2,1019.7,1,1,12.8,22.2,No
5/8/2012,Mildura,7.7,19.6,0,2.8,8.7,W,50,WNW,W,15,30,42,30,1015.3,1013.8,1,4,13.7,18.2,No
24/11/09,Nuriootpa,7.2,25.6,0,7.2,9.4,SSE,39,ESE,ESE,19,15,60,16,1026.1,1022,4,6,15.8,23.5,No
18/09/11,Townsville,15.4,27.2,0,6.4,10.8,E,41,SSE,ENE,17,30,54,46,1020.6,1016.8,3,2,24.3,26,No
1/6/2015,Darwin,24,31.6,0.4,1.8,5.8,ESE,43,ESE,ENE,22,24,75,48,1013.1,1009.8,7,7,26.7,31.4,No
29/11/12,WaggaWagga,19.5,38.6,0,8.4,12.9,ENE,35,ENE,NNE,20,19,56,28,1013,1008.3,1,1,25.3,36.5,No
12/1/2010,Cobar,24.5,42.4,0,15,12.3,NW,56,NNW,W,20,7,21,9,1011.2,1007.5,1,1,33.9,39.5,No
21/09/09,Townsville,15.2,28.4,0,8,11,NNE,39,NE,N,13,22,54,50,1016.4,1012.3,3,1,26.1,27,No
29/10/13,Mildura,11.1,24,0,9.6,10.8,SSW,48,S,S,28,24,48,47,1020,1018.1,7,1,13.5,21.2,No
10/8/2014,PerthAirport,12,23.5,0,3.2,5.4,E,54,ENE,ENE,28,17,67,47,1027.3,1023.5,6,6,14,22.3,No
9/9/2009,Sale,9.8,14.9,4.6,2,0.8,WNW,50,W,W,19,26,90,86,1011.5,1010.6,8,7,11.1,12,Yes
1/6/2015,Woomera,7.4,17.1,0,3.4,6.7,ESE,31,SE,ESE,19,9,91,49,1027,1025.8,2,8,10.6,16.2,No
3/12/2009,Portland,13.3,17.6,0,9.2,9,W,56,W,WSW,35,33,86,62,1011.1,1017.5,8,7,16.6,16.3,No
22/01/13,MountGambier,8.5,24.6,0,6.2,9.7,WSW,56,SW,SW,22,24,59,46,1013.5,1013.9,2,7,19.3,22.8,No
26/04/10,Cairns,24.7,30.6,0,2.6,4.2,SE,35,SSE,SE,17,22,77,77,1015.8,1013.6,5,7,28.1,27.9,Yes
24/07/15,Perth,2.2,18,0,3.2,8,SW,26,SSE,SW,7,15,84,51,1028.7,1026.2,1,3,8.5,17.2,No
17/10/12,Moree,14.8,34.6,0,8.2,12.2,WNW,39,N,NNW,19,19,45,17,1018.8,1014.6,0,1,21.5,32.8,No
26/11/08,Hobart,9.1,20.9,0,2.6,13.6,SE,35,NNW,SE,19,22,58,47,1016.6,1011.6,1,1,14.2,20.3,No
23/08/15,PerthAirport,6.6,19,0,2.4,9.2,ESE,35,E,SE,17,9,72,41,1029.1,1026.7,1,3,11.3,17.7,No
24/04/09,Darwin,24.1,32.9,0,7.6,8.8,WNW,28,E,WNW,7,20,70,54,1011,1007.9,6,5,29.6,32.2,No
15/03/14,SydneyAirport,20.8,28.3,0,7.8,5.8,WSW,50,NW,NNE,15,19,64,53,1013,1008.2,4,7,23.2,27.2,Yes
6/10/2011,Moree,13.3,16.6,5,2.6,0.3,NE,33,ENE,NE,15,22,95,94,1015.1,1011.4,8,8,14.4,15.2,Yes
8/4/2016,MelbourneAirport,10.2,20.1,0,0.8,5,W,30,N,SW,7,20,70,40,1023.5,1022,7,6,14.6,18.7,No
25/04/17,MelbourneAirport,15.8,18.1,21,3.4,3.6,W,46,WSW,SW,20,24,88,70,1008.5,1007.1,7,7,16,16.4,Yes
23/01/12,Watsonia,15.5,33.2,0.2,11.4,13.3,ESE,30,ENE,SSE,6,9,47,32,1020.3,1016.6,0,1,24,32.3,No
10/8/2011,Portland,10.4,14.6,7.2,0.4,3.5,SE,48,SE,SE,24,26,96,87,1009.6,1010.5,8,7,12.6,14,No
24/04/15,Hobart,10.7,15.4,1.6,0.6,0.1,S,22,W,WNW,2,9,92,72,1005.8,1002.1,8,7,11.9,15.1,Yes
7/11/2013,Watsonia,14.6,26.7,0,14.2,0.4,N,35,N,SW,11,17,31,76,1009.7,1011.1,7,7,25.8,17.9,No
31/07/09,CoffsHarbour,4.5,19.7,0,3.2,10,SW,33,SW,SSW,17,19,65,36,1021.8,1018.9,0,0,13.1,19.3,No
27/08/10,WaggaWagga,7.3,12.8,1.8,0.6,6.9,W,44,W,WSW,24,28,92,52,1010.3,1012.9,8,6,9.1,11.4,No
21/12/09,Woomera,20.7,37.6,0,15.6,13.5,SW,50,NNW,W,13,31,18,7,1012.1,1009.2,0,1,30.7,36.8,No
13/02/11,MelbourneAirport,9.1,20.4,0,4.8,7.4,S,44,NNE,S,4,26,75,50,1023.2,1023,7,5,12.3,19.4,No
10/12/2009,Portland,11.3,16.8,0.8,6.4,9.6,WSW,69,NNW,W,22,39,96,56,1006.2,1006.9,7,6,13.3,16.5,Yes
11/6/2013,AliceSprings,8.7,27,0,3.2,9.7,SSW,41,WNW,SW,9,24,65,26,1017.6,1014.9,1,4,17.7,26.1,No
12/8/2015,Woomera,7,15.9,0,7.2,8.5,SW,67,WSW,SW,35,35,67,41,1018.1,1019.5,1,3,11.3,15.3,No
12/1/2009,Woomera,17.4,38.4,0,16.2,13.3,SSE,43,ESE,N,28,11,33,8,1013.1,1010.6,0,0,23.7,35.6,No
6/4/2009,WaggaWagga,7.7,22.2,0,5.2,11.1,SW,33,W,SSW,7,11,50,27,1021.3,1018.7,0,1,13.7,20.9,No
24/10/11,Darwin,21.5,31.2,21.8,8.2,2.1,SE,80,NE,ENE,15,15,96,61,1012.8,1008.7,8,6,22.4,30.6,Yes
10/4/2008,Canberra,7.2,22.9,0,2.2,9.5,E,26,NNW,N,4,6,82,28,1023.1,1019.2,1,1,14,22.2,No
19/01/12,NorfolkIsland,21,25.2,0,4.4,5.6,ENE,41,E,ENE,22,26,83,80,1017.2,1015.2,7,6,22.7,23.4,No
19/07/09,PerthAirport,10.8,16.6,26.8,3.6,3.6,WNW,65,NNW,NW,2,15,93,78,1008.6,1005.3,7,6,11.4,13.6,Yes
16/12/16,Perth,17.9,30.8,0,10.6,13.3,ESE,44,SSE,S,13,15,50,28,1013.9,1010.8,1,0,21.6,29.2,No
16/09/12,Watsonia,4.5,16.6,0.2,2.8,0.7,W,28,NE,S,6,4,89,55,1020.9,1018.2,7,7,9.5,16.1,Yes
4/2/2011,MelbourneAirport,16.7,30.9,1.4,4,1.6,N,54,N,N,31,24,87,89,1010.3,1007.5,7,7,23.7,25.3,Yes
31/07/10,Watsonia,11.4,17,0,2.2,6.7,WSW,44,WNW,WNW,13,17,74,43,1011.8,1012.8,7,3,12,16.5,Yes
3/7/2011,Darwin,19.9,30.5,0,6,9.7,NNE,41,E,NNE,13,24,75,45,1014.7,1011.6,2,5,24.3,28,No
18/11/14,Portland,10.1,17.5,0,4.8,4.9,WNW,39,WSW,WSW,15,19,71,68,1021.3,1021.5,8,8,13.4,15.7,No
1/2/2009,WaggaWagga,26.9,41.6,0,13.6,11.2,ENE,63,NE,ENE,19,20,26,11,1012.6,1009.7,1,2,32.9,40.6,No
31/05/10,Watsonia,10.1,17.1,0,1.8,4.1,S,30,S,S,15,13,90,63,1018.2,1016.4,5,7,11.3,16.4,No
14/07/11,Perth,6.2,22,0,1.4,9.2,NNE,26,E,NNE,4,15,82,47,1020.2,1015.7,0,0,12.4,21.3,Yes
1/5/2013,Cairns,23.5,29.5,1,3.8,5.5,SE,54,SE,SE,39,37,69,62,1013.8,1011,5,7,27.3,28,Yes
27/03/09,Woomera,15.2,30,0,8.5,11.2,SSE,43,SSE,SE,20,17,52,20,1024.9,1021.6,0,0,16.9,28.3,No
26/08/10,Hobart,3.6,12.9,0,3,6,NW,70,NNW,NW,24,22,59,51,989.3,987.1,7,7,6.7,10.2,Yes
20/05/11,Sale,6.6,15.3,0,0.6,0.1,ESE,17,WNW,WNW,11,6,90,73,1027,1023.9,7,7,9.3,14.7,No
10/4/2010,CoffsHarbour,16.6,27.2,0,4,8.9,ENE,22,NNW,NE,13,13,71,62,1011.2,1008.1,5,1,23.2,26.1,No
6/5/2009,Canberra,4,17.1,0,2.2,5.1,NW,22,S,NW,4,15,95,51,1029.6,1024.8,8,1,6.6,16.4,No
25/08/12,Cairns,20,29.5,0,5.8,11,SSE,31,SSE,E,19,20,66,49,1018.4,1014.2,1,1,25.1,28.6,No
11/7/2008,Brisbane,6.6,19.6,0,4,7.9,W,28,WSW,WSW,11,9,48,38,1021.7,1019.4,7,7,14.2,18.7,No
6/1/2011,Brisbane,20.5,24.8,41.8,4.6,0,WSW,22,ESE,S,7,4,82,91,1005.4,1004.8,8,8,23.9,19.9,Yes
31/05/15,Sydney,11.5,15,0,3.4,0,W,30,WNW,NW,11,13,78,59,1016.5,1012.3,8,7,12.1,14.5,No
11/2/2009,Mildura,10.2,24.6,0,12,12.6,S,52,S,S,24,28,57,20,1020.1,1017.3,0,0,13.3,22.8,No
5/1/2014,SydneyAirport,20.3,29,0,8.2,12.2,NE,72,NNE,NE,17,43,58,55,1010.5,1005.4,6,2,24.5,28.2,No
25/08/12,Perth,6.8,23.4,0,2.8,10.5,SW,26,E,WSW,7,13,63,45,1023.6,1020.5,0,1,15.1,22,No
8/11/2011,PerthAirport,15.3,20.8,13.6,7.2,10.6,SW,69,W,WSW,26,30,47,45,1009,1010.6,4,4,18.9,19.1,Yes
1/1/2016,MelbourneAirport,20.2,28.7,0,15,2.8,S,35,SSW,SSE,19,17,52,37,1013.6,1012.6,7,7,23.1,27.3,No
2/12/2013,Perth,14.7,23.6,0,7.6,12.6,S,43,S,SW,15,17,53,46,1017.2,1015.7,2,1,19.7,22.2,No
6/8/2009,Cairns,15.9,27.7,0,8,6,SE,44,SSE,ESE,24,30,64,65,1016.2,1013.9,1,6,23.2,24.5,No
11/2/2012,Townsville,24.1,31.3,5.8,8.6,10,NE,28,ENE,NE,9,15,69,66,1010.9,1008.6,5,7,29.6,29.9,No
25/08/09,Hobart,3.9,13.7,3.2,2.4,8,NW,61,NW,NW,31,35,72,67,987.4,986.5,4,6,6.6,9.4,No
1/9/2010,Moree,10,25,0,4.4,10.9,N,39,N,NNW,24,17,58,36,1022.9,1017.9,1,1,17.6,24.8,No
26/11/10,MelbourneAirport,15.1,26.8,2.6,0.8,4.6,NW,46,N,S,7,20,97,71,1017.5,1013.8,8,5,16.3,23.5,Yes
20/02/14,Watsonia,11.5,20.9,10.4,7,11.4,W,56,WNW,W,17,37,65,39,1009.2,1011.2,2,5,14,19.1,No
27/12/15,PerthAirport,16.9,38.7,0,11.8,13.2,E,44,NE,WSW,22,22,14,10,1014.7,1012.2,0,0,30.3,37,No
11/7/2011,MelbourneAirport,5.4,13,1.4,1.8,0.6,W,46,W,SW,28,24,76,60,1022.7,1023.4,7,7,8.3,11.6,No
18/09/12,Darwin,20.9,32.9,0,6.8,10.9,ENE,31,SE,NNW,9,20,74,50,1015.2,1010.8,1,1,26.9,31.6,No
6/4/2010,Williamtown,11.8,25.5,0,3.8,4,NNE,35,ENE,ENE,9,15,84,66,1019.7,1016.8,7,7,19.3,23.1,Yes
5/12/2013,PerthAirport,13.4,32.2,0,10.8,11.2,E,74,ENE,ENE,28,33,33,9,1017,1010.6,1,5,21.9,31.4,No
11/10/2015,Williamtown,11,29.3,0,15,9.5,SW,54,NW,SE,17,20,72,52,1023.4,1018,4,4,20,26.4,Yes
8/4/2012,Brisbane,17.5,27.3,0,4.6,8.8,E,22,SSW,E,4,11,70,67,1020,1016.9,2,6,23.5,25.7,No
19/02/16,Portland,14.4,17.6,6.6,3.6,5.5,SW,50,S,S,15,17,93,60,1014.1,1017,8,8,14.6,16.5,No
4/11/2014,PerthAirport,8.8,28.7,0,7.2,12.6,SW,37,ESE,SW,15,26,47,35,1023,1019.5,1,6,20.6,26.3,No
24/03/17,Hobart,8.9,20.2,0.2,2,7.5,NW,24,NNW,ESE,9,17,81,57,1025.4,1022.4,1,7,12.4,17.8,No
2/7/2011,Nuriootpa,10.7,16.5,4.4,4.8,0.2,NNW,46,NNE,N,15,20,71,65,1014.6,1011,7,8,13.7,16.5,Yes
31/10/11,Perth,14.4,29.6,0,9.2,12.5,E,35,ESE,E,17,17,47,30,1020.8,1016.3,0,3,21.2,28.9,No
15/01/13,Perth,27.3,32.6,0,9.2,12.4,NW,31,NNW,WNW,11,15,51,66,1007.5,1006.9,6,5,32.3,29.6,No
27/06/15,NorfolkIsland,13.7,18.3,0.6,3.2,7.5,S,30,S,SSE,13,15,53,53,1028.7,1026.4,6,1,16.2,17.6,No
3/1/2009,Mildura,10.6,28.6,0,9.2,13.6,ESE,30,E,SW,20,9,39,18,1019.2,1016,0,1,17,27.1,No
31/07/13,MelbourneAirport,2.2,14.3,0,2.4,8.8,N,20,N,SW,9,6,79,46,1025.9,1023.2,3,6,7.1,13.5,No
19/03/09,Nuriootpa,11.7,27.8,0,6,11.3,NW,44,N,WSW,7,22,39,46,1013.6,1013.4,0,3,21.4,25.3,No
14/08/13,Williamtown,5.9,23.1,0,6.2,7.4,NW,37,WNW,NW,11,19,51,16,1015.8,1010,6,2,12.4,22.5,No
9/4/2010,Woomera,18.2,24.6,33.6,6.2,8.6,ENE,52,WSW,SW,20,20,91,60,1013.2,1010.6,8,7,19.4,23.4,No
20/01/10,Darwin,25.9,32.7,0,9.2,6.3,NW,44,N,NW,17,26,76,65,1010.9,1007.4,7,7,29.6,31.4,Yes
11/6/2013,NorfolkIsland,13.6,18.3,0,3,9.1,S,28,SSE,S,9,13,65,78,1021.9,1019.7,6,6,16.5,16.4,No
27/03/10,CoffsHarbour,18.4,28.2,0,5.4,11.1,NE,41,NW,NE,20,26,70,54,1019.9,1017.8,1,5,23.8,26.8,No
24/06/13,Brisbane,10.5,21,0,2.6,9.6,W,26,SW,WSW,4,7,70,33,1022,1017.6,2,2,16,20.7,No
14/12/15,Williamtown,13.6,32,0,37,12.9,E,41,WNW,E,11,24,64,42,1015.8,1012.3,5,1,23.1,30.3,No
12/9/2011,NorfolkIsland,14.5,19.7,1.6,6,9.4,WSW,59,W,WNW,26,30,66,86,1015,1013.7,3,5,17.7,15.3,Yes
16/02/09,Sale,16.1,25,0,6.8,11.4,E,59,ENE,E,37,41,61,34,1022.5,1020,6,1,20.2,23.8,No
1/12/2016,SydneyAirport,18.7,30.9,0,7.4,8.1,NE,46,WNW,NE,13,22,62,46,1007.9,1005.2,7,7,22.8,26.3,No
16/04/15,MelbourneAirport,14.2,18.4,0,6.6,3.6,WSW,33,WSW,SSE,24,17,80,55,1025.4,1024.2,7,7,15.5,17,No
20/11/10,Canberra,4.5,24.9,0,3.6,11.1,E,22,SSE,N,6,7,66,36,1026.8,1022.6,0,1,13.3,24.2,No
20/02/10,Townsville,23.6,31,3,5.8,9.5,ENE,41,SE,ENE,15,26,75,68,1012.4,1009.9,6,6,28.2,30.3,No
19/10/09,Moree,10.8,28.5,0,8,12.3,NNE,35,NNE,SW,24,11,49,23,1026.3,1021.8,0,1,19.5,27.1,No
15/10/14,Perth,10.8,35.4,0,8,11.9,SE,31,E,SSW,7,13,32,25,1015.4,1010.3,0,0,25.5,34.3,No
22/03/13,Brisbane,20.8,28.1,0.4,5,4.9,ENE,19,WNW,ENE,2,9,79,73,1020.9,1017.3,7,7,24.7,26.4,No
20/09/09,WaggaWagga,7,22.5,0,3.2,8.8,WNW,35,N,W,6,20,52,28,1014.8,1013.4,5,6,16.7,22.2,No
24/07/10,Perth,4,19.9,0,3.2,7.2,NE,30,NE,NNW,11,7,56,33,1027.3,1022.4,7,7,11.7,19.4,No
17/01/14,SydneyAirport,21.4,30.8,0,10.4,12.8,NE,63,NNE,NE,11,31,61,46,1016.6,1013.9,2,0,25.6,29.6,No
21/02/17,PerthAirport,16.3,23.1,0.4,12,10.2,WSW,59,SW,SW,43,41,55,35,1014.2,1015.3,7,4,19.4,22.4,No
11/11/2011,WaggaWagga,7.4,26.2,0,8.4,12.3,SW,26,ESE,NW,9,9,57,24,1023.7,1020.3,2,7,17.1,25.7,No
24/10/15,Townsville,24.3,30.6,0,9.4,10.4,NE,39,N,ENE,20,30,63,64,1017.6,1015.3,3,3,28.2,28.2,No
16/01/11,Portland,14.8,20.1,0,5.4,11.9,W,43,SW,WNW,11,28,76,64,1010.8,1009.4,5,2,16.1,19.5,No
30/03/12,AliceSprings,13.8,34.8,0,8.4,11.5,WSW,28,E,WSW,7,9,31,16,1015.6,1010.6,1,4,25.6,34.3,No
5/11/2014,AliceSprings,16.7,35.9,0,12.6,12.6,SE,39,ESE,ENE,26,17,17,14,1018.7,1012.8,1,1,27.6,34,No
29/04/16,Townsville,23,30.9,0.4,8.2,7.5,ESE,41,SSE,E,17,30,69,63,1017.3,1013.7,7,6,26.6,29.2,No
16/04/09,Moree,11.7,28.9,0,5.4,11.1,WSW,30,ENE,SW,15,13,59,24,1015.2,1012.2,1,3,20.6,28.4,No
25/11/11,Cairns,24.2,31.6,15.2,5.6,9.3,E,33,SE,E,11,22,75,65,1013.4,1010.1,3,2,29.3,31.2,Yes
2/5/2014,MelbourneAirport,9,13.6,0,3.2,0.2,N,57,N,N,31,30,80,70,1004.3,999.6,7,7,9.9,12.7,No
18/02/16,Mildura,14.6,31.4,0,7.2,12.4,W,30,S,WNW,13,13,65,33,1012.8,1009.6,0,1,19.2,28.3,No
19/08/15,Sydney,9,17,0,3.6,6.6,WNW,24,W,E,17,13,58,54,1027.2,1025,3,6,12.5,16.4,No
19/04/10,Sale,11.1,23.5,0.2,2.4,4.4,E,24,WNW,E,6,17,99,62,1025.4,1021.9,8,6,15,22,No
9/1/2009,Watsonia,9.6,22.4,0,5.6,12.6,SW,43,SSE,SSE,13,15,52,36,1021.4,1017.3,2,7,15,21.4,No
26/04/14,Cairns,23.4,29.4,40,4.8,6.1,SE,41,SSE,SE,20,28,79,81,1014,1011.2,3,6,26.6,25.3,No
4/11/2012,Watsonia,9.2,28.8,0,5.4,12.2,NW,35,E,NNE,7,13,69,26,1015.6,1012.6,4,6,18.9,26.7,No
1/6/2009,Melbourne,6.8,14.8,0,2.2,0,N,30,NNW,NE,2,11,76,67,1031.1,1029.2,7,8,10.6,14.4,No
17/03/12,Mildura,12.2,24.4,0.2,5,10.7,SSE,35,SSE,SSE,17,17,73,29,1019.2,1018.5,1,1,14.8,23.2,No
24/05/16,Hobart,6.4,12,1.4,1.4,7.5,SSW,50,SW,W,28,9,52,46,1013.6,1014.6,4,4,10,10.9,No
24/04/09,Sale,7.5,20.8,0.8,2,0,NNE,30,NE,WNW,15,9,83,66,1004.2,998.3,7,7,14.6,19,No
19/04/12,Woomera,15.5,31,0,8,9,NW,41,NNE,NW,7,17,30,13,1016.7,1013.6,5,3,20.9,30.1,No
9/5/2015,Mildura,10.2,18,0,0.8,0.3,WNW,39,NW,WNW,15,20,71,46,1020.8,1017.6,7,8,14.5,17.8,No
11/4/2012,Nuriootpa,7.5,18.8,0,4.8,10.7,E,31,E,ESE,19,19,53,30,1035.7,1031.8,0,0,11.8,18,No
14/12/08,AliceSprings,13.7,26.8,0,9,13.3,SSE,46,SE,SSE,20,19,37,24,1014.1,1010.5,0,0,20.5,26,No
7/10/2011,AliceSprings,11.5,33.2,0,7.2,10.3,S,52,NNE,WSW,19,28,40,13,1013.7,1008.8,2,7,22.4,31.6,No
2/3/2017,Sydney,20.5,26.3,3.2,3.6,7.6,E,26,WNW,E,13,15,81,69,1018.1,1016,3,5,23,25,Yes
23/09/08,Darwin,23.8,32.5,0,7.2,8.3,ESE,39,NW,NNW,9,22,64,55,1014.3,1010.3,4,2,29.1,30.8,Yes
16/07/09,Portland,2.9,13.6,4.6,0.4,8.6,SSW,22,SSE,S,4,9,97,80,1018,1018.5,4,6,7.7,12.1,No
12/6/2014,MountGambier,9.4,14.2,0,0.8,0,NNE,30,NE,ENE,17,17,84,84,1013.4,1010.2,8,8,10.3,13,No
25/07/09,Hobart,3.4,14.9,0,0.8,7.7,N,50,NNW,NW,15,24,71,41,1016.6,1012.7,4,5,8.1,14.4,No
7/9/2010,NorfolkIsland,18.3,22.4,0,4,7.3,N,44,N,NNW,19,22,85,81,1022.2,1019.3,7,6,19.8,21.1,Yes
12/1/2010,MountGambier,18.1,18.8,6,13,0.2,W,46,WSW,SW,28,26,96,57,1005.9,1010.9,8,8,18.1,17.6,Yes
23/02/16,AliceSprings,24.6,41.1,0,17.4,12.1,SE,43,ENE,E,24,17,16,12,1011.6,1007.2,1,4,35.3,39.6,No
17/07/08,Darwin,17.2,33.4,0,6.6,11.3,E,43,SE,ENE,15,20,41,15,1013.7,1009.4,0,0,24.8,32.7,No
5/7/2015,NorfolkIsland,12.9,17.9,1.6,5,8.1,SSW,48,S,S,17,20,64,56,1019.4,1018.2,4,2,16.2,17.4,No
27/09/08,Darwin,23.8,32.7,0,8.2,9,N,35,ENE,NNW,9,24,62,42,1015.2,1010.9,5,4,28.7,31.5,No
7/12/2014,SydneyAirport,18.6,29.4,17,7.8,8.9,ENE,37,NNW,ENE,13,19,68,60,1006.1,1003.7,2,4,23.7,26.2,Yes
13/09/11,Darwin,16.5,32.9,0,8,11.1,SE,57,SE,ENE,26,17,25,13,1017.3,1012.3,0,0,22.9,31.4,No
20/05/10,CoffsHarbour,9.9,21.2,0.4,2.6,8.1,SSW,30,WSW,S,15,13,66,64,1021.4,1019,3,5,17.5,19.9,No
7/7/2012,Nuriootpa,-1.2,15.2,0,1.4,8.5,N,30,NE,N,7,9,61,44,1029.5,1026.2,1,3,6.9,14.2,No
3/3/2009,NorfolkIsland,20,25.4,0,4,10.6,E,41,ESE,SE,17,22,68,71,1018.9,1017.7,6,6,23.6,23.6,No
25/02/09,Sale,11.4,24,0,8.8,5.9,WNW,43,WNW,WSW,30,24,69,49,1019,1017.9,7,6,16.1,21.9,No
16/12/08,Cairns,25.5,33.9,0.2,5,7,SSE,41,SSE,SE,11,19,64,59,1009.8,1007.4,6,5,30.8,31.5,No
18/05/12,Perth,9.4,23.8,0,2,9.4,NE,20,E,SSE,7,9,74,46,1023.9,1022.3,1,3,16.5,21.5,No
